"locus","chr","start","stop"
"AT5G23370","5",7863542,7864201
"AT5G51610","5",20965577,20966805
"AT5G13600","5",4380432,4382497
"AT5G23350","5",7858545,7859387
"AT5G24330","5",8295245,8296997
"AT5G51620","5",20967172,20967984
"AT5G13590","5",4374718,4378647
"AT5G42140","5",16837547,16841640
"AT5G66130","5",26434236,26437091
"AT5G42150","5",16846247,16847909
"AT5G23340","5",7856314,7857983
"AT5G63140","5",25328237,25329616
"AT5G66150","5",26439013,26444434
"AT5G38590","5",15452066,15453455
"AT5G13580","5",4370879,4373062
"AT5G23290","5",7846144,7847428
"AT5G19350","5",6518978,6521295
"AT5G19340","5",6515371,6516162
"AT5G51670","5",20993560,20995096
"AT5G17080","5",5619594,5620949
"AT5G23280","5",7843017,7843769
"AT5G19330","5",6508095,6512701
"AT5G24380","5",8324098,8326525
"AT5G17090","5",5621604,5622475
"AT5G38600","5",15457386,15460466
"AT5G24370","5",8320969,8321544
"AT5G19360","5",6521716,6523780
"AT5G19370","5",6524247,6526629
"AT5G24355","5",8314905,8315246
"AT5G63120","5",25318967,25322071
"AT5G28920","5",10940625,10943378
"AT5G51650","5",20978203,20979249
"AT5G63130","5",25323190,25323857
"AT5G63135","5",25325253,25326440
"AT5G23310","5",7850624,7852241
"AT5G66340","5",26502502,26503153
"AT5G63110","5",25315834,25318227
"AT5G63100","5",25314434,25315423
"AT5G03345","5",814196,815478
"AT5G38580","5",15451164,15451842
"AT5G17100","5",5623448,5624700
"AT5G23300","5",7847792,7850243
"AT5G51660","5",20980250,20989268
"AT5G63090","5",25308723,25309283
"AT5G19390","5",6531906,6538206
"AT5G66350","5",26504714,26506143
"AT5G48570","5",19690746,19693656
"AT5G63180","5",25341106,25343113
"AT5G51570","5",20949511,20951234
"AT5G63190","5",25346145,25348563
"AT5G56920","5",23025000,23025765
"AT5G63200","5",25349043,25352899
"AT5G56930","5",23027949,23030565
"AT5G19480","5",6571828,6572929
"AT5G16820","5",5530446,5532497
"AT5G66400","5",26518511,26519153
"AT5G16830","5",5533076,5535152
"AT5G44080","5",17738787,17739734
"AT5G19470","5",6566357,6568632
"AT5G44090","5",17743264,17747909
"AT5G28900","5",10925852,10929892
"AT5G16810","5",5526860,5529878
"AT5G51560","5",20945807,20948613
"AT5G44100","5",17749454,17752285
"AT5G63270","5",25365498,25365949
"AT5G63250","5",25360263,25360661
"AT5G44110","5",17754222,17755672
"AT5G51540","5",20932071,20936284
"AT5G16780","5",5517784,5521566
"AT5G63280","5",25367085,25368848
"AT5G19460","5",6563112,6565178
"AT5G63240","5",25359050,25359439
"AT5G63230","5",25357473,25357808
"AT5G63220","5",25353256,25355410
"AT5G16790","5",5522642,5523475
"AT5G51550","5",20939793,20940806
"AT5G56910","5",23022996,23024008
"AT5G27390","5",9674634,9676118
"AT5G24390","5",8327004,8329238
"AT5G56940","5",23030879,23032200
"AT5G66380","5",26513645,26515533
"AT5G38550","5",15432965,15435421
"AT5G20950","5",7107609,7110775
"AT5G66110","5",26430245,26430778
"AT5G53550","5",21756081,21758776
"AT5G19400","5",6540603,6544262
"AT5G51580","5",20952442,20953161
"AT5G51600","5",20961061,20964080
"AT5G13610","5",4383073,4384808
"AT5G42180","5",16852702,16854021
"AT5G66370","5",26512200,26512824
"AT5G51590","5",20956863,20958929
"AT5G38540","5",15426810,15428710
"AT5G42190","5",16854495,16855516
"AT5G44060","5",17731209,17731661
"AT5G66080","5",26423577,26425031
"AT5G19440","5",6556493,6558123
"AT5G44070","5",17734876,17737672
"AT5G13630","5",4387567,4392082
"AT5G56950","5",23032618,23035299
"AT5G19450","5",6558672,6561471
"AT5G19430","5",6553998,6555616
"AT5G13620","5",4385385,4386373
"AT5G56960","5",23038703,23041174
"AT5G19410","5",6545237,6547111
"AT5G66090","5",26425831,26426955
"AT5G66390","5",26516063,26517329
"AT5G66100","5",26427639,26429772
"AT5G44120","5",17756460,17758246
"AT5G19320","5",6505310,6506947
"AT5G20935","5",7103487,7103945
"AT5G38630","5",15466141,15467511
"AT5G19260","5",6479494,6480360
"AT5G13490","5",4336034,4337379
"AT5G19250","5",6471983,6472808
"AT5G66220","5",26461422,26462174
"AT5G23250","5",7830460,7832491
"AT5G19240","5",6470209,6470981
"AT5G24490","5",8365690,8367178
"AT5G17030","5",5603198,5604723
"AT5G23240","5",7826857,7828534
"AT5G38640","5",15468020,15470674
"AT5G66230","5",26462704,26463873
"AT5G13500","5",4338676,4340827
"AT5G63040","5",25288504,25290326
"AT5G66210","5",26456681,26459434
"AT5G43970","5",17692888,17693187
"AT5G38620","5",15463858,15464907
"AT5G24460","5",8354815,8355717
"AT5G63030","5",25286352,25287517
"AT5G23270","5",7839132,7840874
"AT5G24470","5",8356204,8358873
"AT5G28960","5",10996591,10998783
"AT5G24480","5",8363831,8365036
"AT5G28950","5",10992505,10993435
"AT5G03380","5",832400,834301
"AT5G19270","5",6485617,6487009
"AT5G38650","5",15471208,15472699
"AT5G51800","5",21048317,21051906
"AT5G24510","5",8369295,8369866
"AT5G51795","5",21043083,21044194
"AT5G48700","5",19749494,19750013
"AT5G38660","5",15473285,15475497
"AT5G53290","5",21617961,21619025
"AT5G41950","5",16785825,16789360
"AT5G53530","5",21746275,21748156
"AT5G38670","5",15475786,15476871
"AT5G24520","5",8371708,8372733
"AT5G23230","5",7826005,7826601
"AT5G13470","5",4318562,4319720
"AT5G17020","5",5594904,5602467
"AT5G09550","5",2963850,2966465
"AT5G51810","5",21055389,21056746
"AT5G13460","5",4316323,4318247
"AT5G51790","5",21039762,21040594
"AT5G41960","5",16789760,16790868
"AT5G24500","5",8367468,8368715
"AT5G53280","5",21607586,21609080
"AT5G09540","5",2962422,2963264
"AT5G19230","5",6467636,6468337
"AT5G41990","5",16795085,16797562
"AT5G41980","5",16793765,16794889
"AT5G43980","5",17694817,17696458
"AT5G41970","5",16791198,16792961
"AT5G51780","5",21034879,21036446
"AT5G51770","5",21031030,21032994
"AT5G51760","5",21026916,21028912
"AT5G51750","5",21020266,21022608
"AT5G19220","5",6463931,6466775
"AT5G66200","5",26453648,26455603
"AT5G20790","5",7040046,7040627
"AT5G63050","5",25293109,25294799
"AT5G44040","5",17719896,17721348
"AT5G51690","5",20999015,21000957
"AT5G19300","5",6495593,6497987
"AT5G17040","5",5605358,5606963
"AT5G24410","5",8332690,8333984
"AT5G51700","5",21001373,21003143
"AT5G03360","5",817954,825149
"AT5G42080","5",16820661,16824536
"AT5G19290","5",6494113,6495105
"AT5G13550","5",4355412,4359490
"AT5G51680","5",20997591,20998755
"AT5G44030","5",17714713,17719564
"AT5G24430","5",8339390,8342913
"AT5G24420","5",8336943,8337879
"AT5G16890","5",5551664,5554741
"AT5G44050","5",17722484,17726209
"AT5G16870","5",5546975,5548542
"AT5G16860","5",5543834,5546386
"AT5G16850","5",5538323,5543444
"AT5G19310","5",6498906,6503432
"AT5G24400","5",8330532,8331784
"AT5G38610","5",15460845,15461444
"AT5G51710","5",21004566,21008580
"AT5G17060","5",5611056,5612639
"AT5G42090","5",16826830,16828149
"AT5G13560","5",4361579,4366318
"AT5G03350","5",815804,816628
"AT5G27380","5",9668211,9670912
"AT5G17050","5",5607828,5609392
"AT5G17070","5",5613514,5616088
"AT5G42070","5",16819118,16820119
"AT5G16900","5",5555254,5559715
"AT5G20940","5",7104076,7106653
"AT5G66180","5",26448952,26450919
"AT5G42010","5",16802280,16804757
"AT5G42020","5",16807697,16810480
"AT5G42000","5",16799455,16800681
"AT5G24450","5",8348780,8353130
"AT5G63080","5",25300026,25302321
"AT5G66190","5",26451203,26453012
"AT5G43990","5",17698454,17701733
"AT5G51740","5",21017110,21018987
"AT5G51730","5",21011418,21013365
"AT5G63060","5",25295082,25296714
"AT5G63070","5",25299178,25299660
"AT5G03370","5",825798,827020
"AT5G53540","5",21749561,21751099
"AT5G42030","5",16811518,16813087
"AT5G44005","5",17705209,17705493
"AT5G24440","5",8345402,8347776
"AT5G13530","5",4345618,4354369
"AT5G42060","5",16818644,16818922
"AT5G44010","5",17707224,17709199
"AT5G44020","5",17712433,17714046
"AT5G42050","5",16815630,16816932
"AT5G44000","5",17702231,17703934
"AT5G51720","5",21009645,21010227
"AT5G13510","5",4341294,4341956
"AT5G16910","5",5561679,5565290
"AT5G16930","5",5568578,5571565
"AT5G16920","5",5567084,5567854
"AT5G13520","5",4342117,4344571
"AT5G42040","5",16813835,16814749
"AT5G42200","5",16860523,16861014
"AT5G42210","5",16867865,16870568
"AT5G51530","5",20927118,20931502
"AT5G28780","5",10812907,10814173
"AT5G13825","5",4465099,4465969
"AT5G16660","5",5465699,5467006
"AT5G16680","5",5467534,5472956
"AT5G13820","5",4461694,4464355
"AT5G51380","5",20875945,20877779
"AT5G44240","5",17817186,17823598
"AT5G47800","5",19354171,19356126
"AT5G63450","5",25408987,25410519
"AT5G16690","5",5474410,5479878
"AT5G13810","5",4455769,4456593
"AT5G56750","5",22957986,22960606
"AT5G63490","5",25418716,25421970
"AT5G38430","5",15384350,15385155
"AT5G17240","5",5666854,5668849
"AT5G56730","5",22946906,22952576
"AT5G17250","5",5668993,5673516
"AT5G65990","5",26394955,26396321
"AT5G35950","5",14104943,14106764
"AT5G38435","5",15388080,15388478
"AT5G63480","5",25417317,25418473
"AT5G56740","5",22953009,22955577
"AT5G38460","5",15398592,15400987
"AT5G63470","5",25416037,25417084
"AT5G38450","5",15394000,15397233
"AT5G38440","5",15390223,15390624
"AT5G51360","5",20871918,20872277
"AT5G03300","5",796573,798997
"AT5G07760","5",2468239,2473657
"AT5G07740","5",2459076,2466580
"AT5G07700","5",2450325,2451578
"AT5G56790","5",22968610,22971391
"AT5G13770","5",4445461,4447290
"AT5G28820","5",10831799,10832532
"AT5G07710","5",2453310,2455357
"AT5G44190","5",17798435,17800647
"AT5G07690","5",2447090,2448285
"AT5G35945","5",14093675,14094277
"AT5G35940","5",14090825,14092808
"AT5G28830","5",10856801,10858394
"AT5G44200","5",17802062,17803875
"AT5G07680","5",2436092,2437322
"AT5G28823","5",10837849,10839826
"AT5G07670","5",2430421,2432065
"AT5G48550","5",19678917,19680560
"AT5G56780","5",22964384,22966241
"AT5G16715","5",5485353,5493229
"AT5G16700","5",5480763,5483045
"AT5G44220","5",17810477,17811364
"AT5G28800","5",10822880,10823638
"AT5G13800","5",4452063,4454141
"AT5G56760","5",22961498,22962582
"AT5G17220","5",5658528,5659322
"AT5G44230","5",17814336,17816309
"AT5G65980","5",26392444,26394232
"AT5G27410","5",9678821,9682468
"AT5G44210","5",17806742,17807344
"AT5G13780","5",4447610,4448603
"AT5G07720","5",2455757,2457130
"AT5G07730","5",2457509,2458383
"AT5G13790","5",4449128,4450802
"AT5G16710","5",5483312,5484926
"AT5G56770","5",22962994,22963989
"AT5G28810","5",10824433,10826575
"AT5G35960","5",14108524,14110536
"AT5G51350","5",20867860,20870621
"AT5G38420","5",15381203,15381978
"AT5G56700","5",22941991,22943378
"AT5G07800","5",2486717,2489241
"AT5G13850","5",4471361,4472676
"AT5G13840","5",4468677,4470706
"AT5G23430","5",7894073,7899862
"AT5G56690","5",22939723,22941099
"AT5G13830","5",4467363,4468487
"AT5G07790","5",2484073,2486107
"AT5G07810","5",2491412,2498484
"AT5G28750","5",10784142,10785677
"AT5G56680","5",22936645,22938841
"AT5G27170","5",9566007,9566412
"AT5G27420","5",9684119,9685225
"AT5G13870","5",4475089,4476217
"AT5G56660","5",22933278,22935011
"AT5G13880","5",4477477,4478043
"AT5G16640","5",5461031,5462545
"AT5G16650","5",5463446,5465075
"AT5G06620","5",2033780,2036143
"AT5G07820","5",2498861,2500546
"AT5G13860","5",4473212,4474318
"AT5G28740","5",10780774,10783772
"AT5G56670","5",22935413,22935981
"AT5G51310","5",20852854,20854718
"AT5G28730","5",10779003,10780218
"AT5G20960","5",7116783,7122338
"AT5G65925","5",26369122,26369574
"AT5G06630","5",2036502,2037824
"AT5G06650","5",2043486,2044061
"AT5G35980","5",14128551,14135984
"AT5G65970","5",26387509,26390407
"AT5G38400","5",15375846,15376301
"AT5G51330","5",20858752,20861680
"AT5G17260","5",5675323,5677912
"AT5G56710","5",22944003,22944767
"AT5G51340","5",20863594,20867171
"AT5G63520","5",25426300,25429093
"AT5G35970","5",14119060,14123078
"AT5G56720","5",22945537,22946718
"AT5G63500","5",25423460,25423669
"AT5G27210","5",9572333,9574075
"AT5G38396","5",15373094,15374726
"AT5G06700","5",2063638,2065810
"AT5G63530","5",25433279,25435614
"AT5G06670","5",2048243,2055019
"AT5G17270","5",5679995,5685597
"AT5G27200","5",9571185,9571989
"AT5G07780","5",2479707,2482638
"AT5G06660","5",2046863,2047453
"AT5G65940","5",26376830,26379161
"AT5G06640","5",2039859,2041928
"AT5G07770","5",2474816,2479022
"AT5G36000","5",14139996,14141892
"AT5G23420","5",7888712,7890111
"AT5G65960","5",26385413,26387197
"AT5G65950","5",26380290,26384960
"AT5G06680","5",2056741,2059369
"AT5G35995","5",14136707,14138230
"AT5G28840","5",10862472,10864024
"AT5G06710","5",2068305,2070284
"AT5G16720","5",5494309,5496562
"AT5G63310","5",25372122,25373838
"AT5G17180","5",5651436,5651807
"AT5G17190","5",5652310,5652702
"AT5G56870","5",23004284,23008410
"AT5G66052","5",26416232,26416435
"AT5G38500","5",15416018,15417253
"AT5G63290","5",25369349,25370894
"AT5G23390","5",7870719,7874283
"AT5G23395","5",7874848,7876091
"AT5G48560","5",19684160,19686871
"AT5G13670","5",4407205,4408955
"AT5G66055","5",26417425,26419234
"AT5G63320","5",25374413,25378783
"AT5G03320","5",802759,804242
"AT5G38490","5",15411868,15412962
"AT5G42310","5",16915860,16918238
"AT5G42300","5",16913611,16913832
"AT5G23400","5",7880603,7882372
"AT5G17210","5",5656519,5657970
"AT5G56850","5",22985432,22987977
"AT5G13680","5",4410522,4415471
"AT5G56880","5",23009140,23009619
"AT5G42280","5",16905485,16908007
"AT5G63340","5",25378894,25379674
"AT5G42290","5",16911700,16912032
"AT5G56860","5",22989630,22991351
"AT5G63350","5",25380216,25381124
"AT5G17200","5",5653524,5655336
"AT5G42320","5",16918651,16920845
"AT5G28885","5",10896741,10898180
"AT5G56890","5",23010801,23015559
"AT5G13640","5",4393529,4397213
"AT5G16740","5",5501044,5502856
"AT5G17140","5",5637830,5638273
"AT5G42235","5",16886965,16887312
"AT5G16750","5",5504541,5509266
"AT5G44140","5",17762491,17763629
"AT5G42230","5",16881749,16883917
"AT5G17130","5",5636972,5637534
"AT5G16770","5",5515209,5516734
"AT5G42220","5",16872962,16877455
"AT5G17150","5",5638801,5639592
"AT5G16760","5",5509890,5510849
"AT5G51520","5",20925980,20926594
"AT5G44130","5",17761128,17761871
"AT5G51510","5",20921512,20922818
"AT5G42240","5",16888717,16890931
"AT5G38530","5",15424097,15426294
"AT5G42250","5",16894087,16897450
"AT5G17170","5",5649335,5650975
"AT5G66060","5",26419481,26421118
"AT5G42260","5",16898712,16900235
"AT5G42270","5",16902659,16905102
"AT5G38510","5",15417839,15420002
"AT5G23380","5",7866742,7870098
"AT5G51500","5",20917929,20919838
"AT5G17160","5",5639843,5642427
"AT5G51480","5",20910433,20913153
"AT5G51490","5",20913680,20915606
"AT5G03330","5",807728,809608
"AT5G13450","5",4310558,4311941
"AT5G38480","5",15410277,15411285
"AT5G63400","5",25393274,25394817
"AT5G27220","5",9578757,9582752
"AT5G66020","5",26401193,26404691
"AT5G06770","5",2090937,2092787
"AT5G66010","5",26399612,26400753
"AT5G44150","5",17763797,17765101
"AT5G35920","5",14056437,14056904
"AT5G06780","5",2094147,2096377
"AT5G66470","5",26541986,26544302
"AT5G63370","5",25384954,25386792
"AT5G06790","5",2098088,2098717
"AT5G63390","5",25390512,25392591
"AT5G63380","5",25387581,25390026
"AT5G06760","5",2089754,2090313
"AT5G35926","5",14062676,14065597
"AT5G66480","5",26544737,26546476
"AT5G66000","5",26396565,26397212
"AT5G44180","5",17783172,17789872
"AT5G44170","5",17780394,17781098
"AT5G63420","5",25400515,25405807
"AT5G06720","5",2077567,2078857
"AT5G16730","5",5497890,5500775
"AT5G06800","5",2103374,2105680
"AT5G06730","5",2080207,2081621
"AT5G63410","5",25395173,25397768
"AT5G06750","5",2086403,2088245
"AT5G66490","5",26547423,26547752
"AT5G35930","5",14067197,14074404
"AT5G20740","5",7025867,7026484
"AT5G06740","5",2084094,2086052
"AT5G44160","5",17773091,17775513
"AT5G23405","5",7883097,7884243
"AT5G13760","5",4442102,4444565
"AT5G38470","5",15404720,15407500
"AT5G13710","5",4424048,4426866
"AT5G66410","5",26519909,26521459
"AT5G42330","5",16926672,16927370
"AT5G56820","5",22976334,22977838
"AT5G51460","5",20902266,20904292
"AT5G13700","5",4420222,4422974
"AT5G42325","5",16924102,16924851
"AT5G13690","5",4415808,4420159
"AT5G27230","5",9584255,9587838
"AT5G51470","5",20907287,20909340
"AT5G56840","5",22980789,22982152
"AT5G56810","5",22974520,22975992
"AT5G13720","5",4427960,4429029
"AT5G51440","5",20891242,20892013
"AT5G66440","5",26530274,26531032
"AT5G27400","5",9676362,9678285
"AT5G51420","5",20885419,20886726
"AT5G13750","5",4438318,4441289
"AT5G51410","5",20881821,20883577
"AT5G51400","5",20878784,20880036
"AT5G66450","5",26534801,26535951
"AT5G66460","5",26538911,26540837
"AT5G66430","5",26525410,26526799
"AT5G66030","5",26405133,26409888
"AT5G13730","5",4429132,4430744
"AT5G51430","5",20887044,20890795
"AT5G56800","5",22972989,22974208
"AT5G03310","5",799302,799646
"AT5G13740","5",4432689,4436483
"AT5G42340","5",16928086,16930367
"AT5G22970","5",7686353,7686766
"AT5G41940","5",16782039,16785451
"AT5G45630","5",18505915,18506259
"AT5G09910","5",3093272,3094932
"AT5G18730","5",6247611,6249197
"AT5G23070","5",7741979,7742827
"AT5G48580","5",19696156,19697304
"AT5G45640","5",18507489,18511616
"AT5G48070","5",19482158,19483231
"AT5G46740","5",18965410,18968492
"AT5G18720","5",6245141,6246169
"AT5G46720","5",18959183,18959710
"AT5G18710","5",6242789,6243479
"AT5G46750","5",18969950,18971817
"AT5G27280","5",9617548,9618369
"AT5G46730","5",18964030,18964902
"AT5G23060","5",7736760,7738412
"AT5G09920","5",3096276,3097370
"AT5G45650","5",18513520,18518790
"AT5G23080","5",7743226,7748889
"AT5G46760","5",18974231,18976009
"AT5G41530","5",16611660,16612088
"AT5G46790","5",18984063,18984728
"AT5G41520","5",16609377,16610583
"AT5G24920","5",8584665,8585060
"AT5G24930","5",8589325,8590949
"AT5G24940","5",8591407,8593601
"AT5G18740","5",6250060,6251352
"AT5G24950","5",8595209,8597761
"AT5G24960","5",8599988,8603194
"AT5G46770","5",18977494,18977895
"AT5G18750","5",6255177,6257831
"AT5G18760","5",6258508,6260828
"AT5G46780","5",18979236,18979949
"AT5G46710","5",18952839,18954484
"AT5G46700","5",18951035,18952439
"AT5G23050","5",7731513,7735399
"AT5G53480","5",21714016,21716709
"AT5G45700","5",18537378,18538196
"AT5G03400","5",837919,839202
"AT5G18650","5",6218260,6220374
"AT5G18640","5",6213283,6215494
"AT5G18636","5",6211268,6212371
"AT5G46670","5",18939041,18940039
"AT5G48690","5",19747270,19748968
"AT5G24980","5",8609146,8609372
"AT5G46660","5",18932181,18933098
"AT5G18660","5",6220872,6222125
"AT5G46680","5",18941118,18942524
"AT5G45690","5",18535139,18536259
"AT5G50330","5",20485406,20488563
"AT5G45670","5",18528600,18530164
"AT5G45660","5",18525103,18526726
"AT5G46690","5",18945639,18947434
"AT5G24910","5",8567674,8570260
"AT5G38960","5",15592992,15593783
"AT5G18670","5",6226138,6227999
"AT5G18680","5",6228358,6230426
"AT5G18700","5",6235387,6240733
"AT5G03390","5",835260,836609
"AT5G45680","5",18530894,18532128
"AT5G18690","5",6233776,6234126
"AT5G38970","5",15594935,15597774
"AT5G23090","5",7749391,7750203
"AT5G41540","5",16612659,16616063
"AT5G46795","5",18987055,18988168
"AT5G09860","5",3066815,3070733
"AT5G48090","5",19484724,19488383
"AT5G24840","5",8533897,8534652
"AT5G38920","5",15581719,15582439
"AT5G23110","5",7758307,7775509
"AT5G24850","5",8535399,8538016
"AT5G50370","5",20509382,20510631
"AT5G18810","5",6268925,6271158
"AT5G24830","5",8531226,8533266
"AT5G50360","5",20505433,20506308
"AT5G43240","5",17353077,17354765
"AT5G18820","5",6271549,6274153
"AT5G23100","5",7753557,7754390
"AT5G18840","5",6282954,6286399
"AT5G43360","5",17409524,17411214
"AT5G09850","5",3063488,3065221
"AT5G41600","5",16636230,16637472
"AT5G23120","5",7778154,7780463
"AT5G45560","5",18465561,18470752
"AT5G20920","5",7094994,7096661
"AT5G27240","5",9597552,9600866
"AT5G38900","5",15573745,15574945
"AT5G24860","5",8541822,8542154
"AT5G18860","5",6291023,6295581
"AT5G45570","5",18472301,18475574
